"toi","tid","tfopwg_disp","rastr","ra","decstr","dec","st_pmra","st_pmdec","pl_tranmid","pl_orbper","pl_trandurh","pl_trandep","pl_rade","pl_insol","pl_eqt","st_tmag","st_dist","st_teff","st_logg","st_rad","toi_created","rowupdate"
"1086.01","468148930","PC","20h22m16.76s","3055698 200","-88d34m06.58s","-885684 950","168670 000","-146830 000","24586552914 990","37178 828","55277 827","48648405 125","146986 197","19251426 172","16894116 185","122303 000","7363970 000","58180000 000","43378 700","20840 001","16.08.2019 20:20","25.04.2024 10:08"
"1087.01","426077080","FP","15h52m00.24s","2380010 110","-76d29m36.56s","-764934 900","-53380 000","-92670 000","24586307719 400","93099 200","34640 000","22200000 000","142968 000","2152080 000","10670000 000","94142 000","4162500 000","69070000 000","36300 000","30900 000","06.08.2019 19:30","29.10.2021 12:59"
"1088.01","343648136","FA","18h09m14.73s","2723113 830","-76d18m03.44s","-763009 550","-235490 000","-450790 000","24586263895 500","11539 500","22360 000","15500000 000","54836 400","35343000 000","21480000 000","104613 000","2409010 000","60930000 000","42000 000","14000 000","06.08.2019 19:30","29.10.2021 12:59"
"1089.01","129319156","FP","15h15m22.33s","2288430 600","-52d53m09.56s","-528859 890","-101610 000","-58710 000","24586431026 400","47370 300","39020 000","24100000 000","257144 000","538210000 000","42430000 000","103918 000","7781270 000","116000000 000","41300 000","24800 000","06.08.2019 19:30","29.10.2021 12:59"
"109.01","29344935","KP","20h52m51.71s","3132154 750","-25d41m14.55s","-256873 760","10530 000","-98810 000","24583261274 790","27667 600","26872 178","149474387 827","122867 389","5058840 075","12095741 229","132366 000","5130110 000","53460000 000","44882 300","0.9848660","05.09.2018 18:34","09.09.2024 10:08"
"1090.01","361034196","FP","16h08m03.92s","2420163 150","-68d35m19.8s","-685888 320","59890 000","25140 000","24586289631 600","21929 600","45860 000","49337400 000","227769 000","318835000 000","37220000 000","100196 000","5665020 000","70098000 000","36000 000","29500 000","06.08.2019 19:30","29.10.2021 12:59"
"1091.01","193413306","PC","14h48m24.27s","2221011 340","-56d01m33.35s","-560259 310","-47750 000","-152610 000","24593595552 100","17258 410","36740 000","27100000 000","150024 000","504692000 000","41750000 000","93529 000","3216710 000","73480000 000","39000 000","23900 000","06.08.2019 19:29","09.09.2024 10:08"
"1092.01","387079085","FP","14h28m05.49s","2170228 820","-64d38m03.43s","-646342 850","-490390 000","-210720 000","24586013809 600","11923 000","31190 000","37300000 000","306660 000","407712000 000","39580000 000","90039 000","2099190 000","65340000 000","39500 000","20400 000","06.08.2019 19:29","29.10.2021 12:59"
"1093.01","382331352","FP","14h23m13.26s","2158052 640","-63d02m45.54s","-630459 830","-31350 000","-44420 000","24586013379 100","114760 600","60830 000","30500000 000","","","","100067 000","17102200 000","","","","06.08.2019 19:29","29.10.2021 12:59"
"1094.01","136274063","APC","15h21m59.72s","2304988 270","-53d49m10.56s","-538196 010","-27180 000","-48960 000","24593601605 360","0.5971314","0.4680000","9100000 000","90838 200","15964300 000","17600000 000","99806 000","4260030 000","77100000 000","39800 000","22800 000","06.08.2019 19:29","05.10.2022 10:10"
"1095.01","375223080","PC","08h55m52.55s","1339689 650","-75d55m34.27s","-759261 870","-41360 000","113580 000","24593073859 490","14821 386","21867 078","21026568 299","137339 261","181971354 531","29622418 039","104291 000","5825210 000","70660000 000","37800 000","26647 301","12.08.2019 16:22","05.12.2024 16:02"
"1096.01","375225453","FP","08h55m18.4s","1338266 840","-73d10m23.91s","-731733 080","-218830 000","190840 000","24593079357 700","0.9209526","18602 735","3608801 529","57349 089","327403629 399","34307622 437","101100 000","4902880 000","65530000 000","36500 000","28908 899","12.08.2019 16:22","29.10.2021 12:59"
"1097.01","360630575","CP","12h39m06.21s","1897758 590","-74d34m26.47s","-745740 200","-503590 000","-68740 000","24593764105 180","91885 060","24920 000","4600000 000","21659 100","634589 000","7860000 000","87215 000","795561 000","58760000 000","44800 000","0.9800000","12.08.2019 16:22","10.09.2024 10:08"
"1097.02","360630575","CP","12h39m06.21s","1897758 590","-74d34m26.47s","-745740 200","-503590 000","-68740 000","24593444618 270","139028 391","21264 429","6472701 039","26136 848","774841 883","7566987 586","87215 000","795561 000","58760000 000","44800 000","0.9832150","24.03.2022 22:19","03.03.2023 12:03"
"1098.01","383390264","CP","12h50m21.43s","1925892 850","-88d07m16s","-881211 110","-187760 000","-180860 000","24586299090 820","101826 983","28275 109","6674752 458","30538 057","1983947 830","9571991 659","87581 000","1050960 000","61530000 000","43481 400","11458 200","16.08.2019 20:20","13.02.2024 10:08"
"1099.01","290348383","CP","21h54m52.36s","3287181 710","-77d20m19.69s","-773388 020","2248640 000","-1866250 000","24601402209 270","64410 060","18120 000","9140000 000","25637 400","878902 000","8530000 000","73661 000","236060 000","48670000 000","44380 000","0.8000000","16.08.2019 20:20","03.12.2023 12:03"
"110.01","281459670","KP","00h22m28.45s","56185 250","-59d56m33.32s","-599425 890","-223090 000","-48930 000","24583280399 340","31743 504","27510 860","154573247 576","149172 256","7189096 994","13206518 234","116714 000","3421400 000","59430000 000","44252 400","11570 600","14.11.2018 15:06","09.09.2024 10:08"
"1100.01","318608749","FP","00h36m30.27s","91261 380","-83d34m01.44s","-835670 670","-0.2300000","11690 000","24590444945 310","200731 588","38449 215","11529645 461","40506 906","693993 155","7361368 293","105135 000","2054300 000","60330000 000","43700 000","11484 900","15.08.2019 15:39","18.10.2024 10:08"
"1101.01","271581073","FP","21h18m12.35s","3195514 690","-77d31m44.81s","-775291 130","163630 000","-55150 000","24590587927 700","26690 300","15480 000","31100000 000","93682 300","4298600 000","12680000 000","105891 000","2627940 000","58035000 000","40700 000","15600 000","15.08.2019 15:39","07.09.2024 10:08"
"1102.01","311890977","FP","17h32m00.77s","2630032 090","-76d51m29.75s","-768582 650","-332730 000","-1000130 000","24586278042 300","66337 100","21220 000","15553400 000","27537 500","229987 000","6100000 000","105652 000","580624 000","41381000 000","45400 000","0.6300000","15.08.2019 15:39","07.09.2024 10:08"
"1103.01","351603103","PC","20h40m20.82s","3100867 430","-63d47m23.87s","-637899 630","170570 000","-250940 000","24590376555 260","29430 800","40730 000","44900000 000","453525 000","25333400 000","19760000 000","105598 000","3202120 000","44370000 000","","31300 000","15.08.2019 15:39","11.07.2022 16:02"
"1104.01","451599528","FP","18h38m53.11s","2797212 860","-85d42m32.89s","-857091 370","1474950 000","-420570 000","24593670343 270","3412811 281","63030 260","9725797 241","47531 892","1211597 998","8461734 340","75622 000","700154 000","60586000 000","42000 000","13920 300","15.08.2019 15:39","20.01.2025 12:03"
"1105.01","274151135","PC","09h44m12.95s","1460539 690","-89d28m17.45s","-894715 130","-183680 000","89780 000","24600869794 460","108680 523","23750 000","15530000 000","29072 600","207383 000","5940000 000","102809 000","795225 000","46640000 000","45500 000","0.7600000","15.08.2019 15:39","06.03.2025 12:05"
"1106.01","384513078","PC","16h52m26.41s","2531100 330","-79d08m06.66s","-791351 820","104760 000","-82990 000","24586307193 700","111149 000","22600 000","9000000 000","147645 000","219713 000","6030000 000","100717 000","5234250 000","50420000 000","","49400 000","15.08.2019 15:39","21.08.2022 12:02"
"1107.01","394561119","CP","10h22m25.89s","1556078 630","-82d13m07.93s","-822188 690","90650 000","28960 000","24593360736 460","40782 392","48475 616","60466959 687","138981 740","16190081 232","16178267 296","100068 000","2813140 000","65010000 000","40800 000","17483 600","15.08.2019 15:39","15.02.2024 10:08"
"1108.01","295599256","FP","18h16m53.19s","2742216 180","-68d11m52s","-681977 790","63550 000","-138500 000","24586555487 200","71438 600","14670 000","111464000 000","221531 000","","","99410 000","4170800 000","78600000 000","41500 000","19100 000","15.08.2019 15:39","29.10.2021 12:59"
"1109.01","50309953","FP","02h00m47.64s","301984 860","-77d36m37.35s","-776103 760","580030 000","-332500 000","24590833516 800","70408 300","29790 000","15800000 000","84640 400","8523360 000","15050000 000","97906 000","1022380 000","53170000 000","44900 000","0.9100000","15.08.2019 15:39","07.09.2024 10:08"
"111.01","355703913","KP","00h03m05.88s","0.7744870","-62d28m09.54s","-624693 170","28940 000","49110 000","24583261054 860","21061 569","14688 934","121422238 514","130868 720","6918428 073","13080417 533","131830 000","5088420 000","53800000 000","44337 000","0.9406970","22.10.2018 18:35","14.03.2024 16:54"
"1110.01","446549905","FP","19h07m10.04s","2867918 290","-58d41m50.07s","-586972 420","38790 000","-68430 000","24601469901 360","24545 635","23210 000","42480000 000","111276 000","21627300 000","18990000 000","96789 000","2438380 000","66100000 000","41500 000","16400 000","15.08.2019 15:39","28.08.2023 10:08"
"1111.01","412014494","FP","19h25m29.71s","2913737 830","-60d56m27.75s","-609410 420","155170 000","-83870 000","24601318898 050","114756 978","0.8080000","83410000 000","141098 000","114585 000","5120000 000","93871 000","3124610 000","72620000 000","40000 000","21300 000","15.08.2019 15:39","14.09.2023 16:02"
"1112.01","369864738","FP","10h54m30.94s","1636289 170","-87d16m11.05s","-872697 350","-52150 000","-83580 000","24586265416 800","27818 600","24560 000","4900000 000","49256 700","13232100 000","16800000 000","95162 000","2920850 000","68190000 000","39200 000","22100 000","15.08.2019 15:39","29.10.2021 12:59"
"1113.01","290348382","FP","21h54m50.6s","3287108 390","-77d20m14.76s","-773374 330","2478960 000","-1576260 000","24601402212 050","64410 082","17980 000","70760000 000","45920 300","82114 000","4710000 000","96686 500","238853 000","34690000 000","47100 000","0.5300000","15.08.2019 15:39","30.08.2023 10:08"
"1114.01","409934330","APC","20h08m35.45s","3021477 280","-71d33m08.79s","-715524 430","43000 000","125000 000","24601486161 950","24887 726","26320 000","48520000 000","","7733029 498","13449531 805","81129 000","1744750 000","80480000 000","44380 000","","16.08.2019 20:20","14.09.2023 16:02"
"1115.01","379286801","APC","18h53m12.44s","2833018 430","-54d54m38.9s","-549108 060","-37580 000","-129160 000","24586583274 700","44519 900","21090 000","84833800 000","158858 000","10137400 000","15710000 000","105260 000","3592150 000","67083000 000","42000 000","15700 000","15.08.2019 15:39","29.10.2021 12:59"
"1116.01","304100538","PC","01h50m47.99s","276999 720","-75d50m55.59s","-758487 740","104970 000","-38360 000","24583256619 060","50100 708","20644 756","4094812 214","23107 394","2106631 712","9716657 708","95268 000","944178 000","55510000 000","44621 400","0.9062820","26.08.2019 19:21","19.09.2024 10:08"
"1117.01","295541511","PC","18h14m24.49s","2736020 610","-66d25m11.91s","-664199 740","-153200 000","-386430 000","24593869638 140","22281 625","20150 000","6300000 000","25677 800","7029270 000","14340000 000","104055 000","1675980 000","57310000 000","44300 000","10200 000","15.08.2019 15:39","24.01.2023 16:02"
"1118.01","90919952","FP","18h29m43.9s","2774329 370","-44d37m31.82s","-446255 060","-0.5400000","-50030 000","24586601631 600","41381 200","39110 000","55600000 000","","6139640 000","13860000 000","105084 000","","48984000 000","","","22.08.2019 14:42","29.10.2021 12:59"
"1119.01","261369656","APC","19h30m25.16s","2926048 150","-46d16m41.07s","-462780 740","191360 000","-290920 000","24586665219 900","109566 300","35880 000","38300000 000","239726 000","6190650 000","13890000 000","105024 000","4215180 000","64560000 000","39200 000","20700 000","22.08.2019 14:42","29.10.2021 12:59"
"112.01","388104525","KP","03h43m44.07s","559336 390","-65d11m37.61s","-651937 800","211260 000","165430 000","24600697736 460","24997 996","28651 710","146212059 647","138516 093","9078624 196","13999894 384","116035 000","3024480 000","56500000 000","42886 700","11373 200","07.05.2019 17:42","10.08.2023 16:02"
"1120.01","143257766","FP","19h33m33.43s","2933892 720","-45d53m33.6s","-458926 670","111840 000","39780 000","24586564508 200","16622 600","33210 000","60300000 000","133343 000","71498900 000","25610000 000","104063 000","3863230 000","73010000 000","42300 000","16400 000","22.08.2019 14:42","14.07.2022 16:02"
"1121.01","24094603","FP","17h58m35.67s","2696486 420","-46d03m55.88s","-460655 230","23070 000","-22400 000","24586586105 200","40761 100","20620 000","14541800 000","","","","110605 000","3386440 000","","","","22.08.2019 14:42","18.09.2024 10:08"
"1122.01","304774444","FP","18h45m28.68s","2813694 810","-52d15m46.54s","-522629 280","41000 000","-249000 000","24601158525 740","36245 513","30420 000","12990000 000","43503 000","9195710 000","","102934 000","2498260 000","63170000 000","","13800 000","22.08.2019 14:42","02.08.2023 16:02"
"1123.01","469782185","APC","19h29m33.96s","2923915 050","-37d18m14.43s","-373040 090","-205190 000","15690 000","24586580408 700","12092 800","18860 000","118838000 000","151764 000","","","102398 000","1619320 000","51598000 000","42300 000","12700 000","22.08.2019 14:42","29.10.2021 12:59"
"1124.01","128790976","APC","20h00m51.1s","3002129 280","-43d58m57.1s","-439825 290","572830 000","-1191950 000","24601493917 580","35187 707","24080 000","56340000 000","140061 000","20000100 000","18630000 000","72235 000","757145 000","66900000 000","42400 000","14900 000","22.08.2019 14:42","14.09.2023 10:08"
"1125.01","80166433","PC","19h53m09.05s","2982877 080","-46d22m11.97s","-463699 910","112400 000","68950 000","24590364950 910","0.7724825","13744 974","2113168 519","41624 907","602765000 547","39962877 922","80465 000","2375930 000","82710000 000","39500 000","25027 299","22.08.2019 14:42","25.04.2024 10:08"
"1126.01","405862830","FP","18h36m14.99s","2790624 690","-43d37m14.18s","-436206 060","61380 000","107550 000","24601224321 080","16268 695","32310 000","15020000 000","23649 800","19462300 000","18500000 000","103579 000","978115 000","50340000 000","46400 000","0.7300000","22.08.2019 14:42","02.08.2023 16:02"
"1127.01","269450900","FP","19h28m46.87s","2921952 970","-36d00m00.94s","-360002 600","19090 000","-0.1170000","24586576307 300","23243 900","44530 000","27041800 000","","682175000 000","45020000 000","73163 000","1777410 000","82685000 000","39300 000","","22.08.2019 14:42","07.09.2024 10:08"
"1128.01","425721385","FP","19h19m02.83s","2897617 990","-43d04m27.2s","-430742 230","171050 000","-555800 000","24586631524 500","135499 000","17950 000","11800000 000","62463 300","316652 000","6600000 000","97298 000","2225290 000","62090000 000","40900 000","16300 000","22.08.2019 14:42","29.10.2021 12:59"
"1129.01","91576611","FP","18h56m37.91s","2841579 590","-29d23m54.09s","-293983 570","178830 000","-147640 000","24586590692 700","44365 100","33650 000","15200000 000","199664 000","82334100 000","26530000 000","87823 000","2474140 000","71019000 000","39100 000","23200 000","22.08.2019 14:42","29.10.2021 12:59"
