"pl_name","hostname","default_flag","disposition","disp_refname","sy_snum","sy_pnum","discoverymethod","disc_year","disc_facility","soltype","pl_controv_flag","pl_refname","pl_orbper","pl_orbsmax","pl_rade","pl_radj","pl_bmasse","pl_bmassj","pl_bmassprov","pl_orbeccen","pl_insol","pl_eqt","ttv_flag","st_refname","st_spectype","st_teff","st_rad","st_mass","st_met","st_metratio","st_logg","sy_refname","rastr","ra","decstr","dec","sy_dist","sy_vmag","sy_kmag","sy_gaiamag","rowupdate","pl_pubdate","releasedate"
"EPIC 206317286 c","EPIC 206317286","0","CONFIRMED","Christiansen et al. 2022","1","2","Transit","2022","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","1751250000 000","","215000 000","0.19200000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.669000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h30m28.28s","3376178 427","-07d58m20.84s","-79724 560","31435000 000","140050 000","116350 000","137740 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206317286 c","EPIC 206317286","1","CONFIRMED","Christiansen et al. 2022","1","2","Transit","2022","K2","Published Confirmed","0","<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>","1751547200 000","","209400 000","0.18681449","","","","","","","0","<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>","","4752.00","0.758000","0.832000","0.0190","[Fe/H]","4596 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h30m28.28s","3376178 427","-07d58m20.84s","-79724 560","31435000 000","140050 000","116350 000","137740 000","16.03.2022","2022-03","16.03.2022"
"EPIC 206329937.01","EPIC 206329937","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","1049927000 000","","143000 000","0.12800000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.599000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h30m36.70s","3376528 983","-07d46m20.61s","-77723 921","15782100 000","130600 000","103720 000","127516 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206344313.01","EPIC 206344313","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","523189000 000","","362000 000","0.32300000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.627000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h28m18.69s","3370778 724","-07d32m31.11s","-75419 744","32432000 000","165650 000","126420 000","157031 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206358352.01","EPIC 206358352","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","113666000 000","","318000 000","0.28400000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","1724 000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h05m25.53s","3313563 908","-07d18m37.58s","-73104 388","79689700 000","132620 000","116390 000","130300 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206360885.01","EPIC 206360885","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","1244040000 000","","272000 000","0.24300000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.586000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h31m31.19s","3378799 569","-07d16m08.08s","-72689 116","20867300 000","160600 000","121150 000","153919 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206360885.02","EPIC 206360885","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","149462000 000","","180000 000","0.16000000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.586000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h31m31.19s","3378799 569","-07d16m08.08s","-72689 116","20867300 000","160600 000","121150 000","153919 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206369173.01","EPIC 206369173","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","201872500 000","","9100000 000","810000 000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","14960 000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h30m35.90s","3376495 650","-07d07m53.59s","-71315 528","199132000 000","119160 000","89280 010","114018 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206403979.01","EPIC 206403979","1","CANDIDATE","Crossfield et al. 2016","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>","2380390000 000","","1200000 000","110000 000","","","","","","","0","<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>","","4840.00","0.480000","","","","4809 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h11m33.45s","3328893 763","-06d34m06.85s","-65685 682","185454000 000","187913 000","","186693 000","18.07.2016","2016-09","18.07.2016"
"EPIC 206414361.01","EPIC 206414361","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","347722000 000","","153000 000","0.13600000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.556000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h11m03.82s","3327659 026","-06d23m43.06s","-63952 942","15254100 000","155870 000","113700 000","146990 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206417197.01","EPIC 206417197","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","0.44218500000","","202000 000","0.18000000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.754000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h28m32.06s","3371335 977","-06d20m51.32s","-63475 875","29489500 000","137350 000","113940 000","133752 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206417197.01","EPIC 206417197","0","CANDIDATE","Kruse et al. 2019","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>","0.44209400000","","116000 000","0.10300000","","","","","","","0","<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>","","5007.00","0.770000","","-0.0630","[Fe/H]","4587 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h28m32.06s","3371335 977","-06d20m51.32s","-63475 875","29489500 000","137350 000","113940 000","133752 000","09.06.2016","2016-08","09.06.2016"
"EPIC 206417197.01","EPIC 206417197","0","CANDIDATE","Kruse et al. 2019","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","0.44214967000","","132000 000","0.11776251","","","","","","","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","","4977.00","0.760000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h28m32.06s","3371335 977","-06d20m51.32s","-63475 875","29489500 000","137350 000","113940 000","133752 000","05.12.2015","2016-01","05.12.2015"
"EPIC 206439513.01","EPIC 206439513","1","CANDIDATE","Mayo et al. 2018","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>","1841512600 000","","6944309 317","620000 000","","","","","","","0","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>","","6211.00","3465 887","","-0.2500","[Fe/H]","3560 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h31m24.88s","3378536 542","-05d58m40.72s","-59779 773","59117000 000","116180 000","106210 000","118176 000","15.02.2018","2018-03","15.02.2018"
"EPIC 206439513.01","EPIC 206439513","0","CANDIDATE","Mayo et al. 2018","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","1840611800 000","","520000 000","0.46391293","","","","","","","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","","6684.00","1840 000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h31m24.88s","3378536 542","-05d58m40.72s","-59779 773","59117000 000","116180 000","106210 000","118176 000","05.12.2015","2016-01","05.12.2015"
"EPIC 206461841.01","EPIC 206461841","1","CANDIDATE","del Ser et al. 2022","1","0","Transit","2022","K2","Published Confirmed","0","<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>","1044040000 000","0.0828000000","0.67390000","0.06012143","","","","","41.7450","","0","<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>","","4893.00","0.746000","0.800000","0.0400","[Fe/H]","4596 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h36m14.59s","3390607 960","-05d36m09.70s","-56026 936","10069400 000","110550 000","91730 000","112315 000","07.11.2022","2022-10","07.11.2022"
"EPIC 206468053.01","EPIC 206468053","1","CANDIDATE","Zink et al. 2021","1","0","Transit","2021","K2","Published Candidate","0","<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>","2783714600 000","","514900 000","0.45936380","","","","","","","0","<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>","K7","4241.00","0.640000","0.741000","-0.3350","[Fe/H]","4696 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h41m24.07s","3403502 909","-05d29m37.24s","-54936 767","54151000 000","163410 000","133830 000","160496 000","19.11.2021","2021-12","19.11.2021"
"EPIC 206476150.01","EPIC 206476150","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2019","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","1219649000 000","","223000 000","0.19900000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","1062 000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h39m17.38s","3398224 026","-05d20m40.71s","-53446 412","29133900 000","126910 000","106990 000","124440 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206500801.01","EPIC 206500801","1","CANDIDATE","Barros et al. 2016","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>","815306759 000","","","","","","","","","","0","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","","5445.00","1711 990","0.950000","","","3948 790","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h17m58.18s","3344923 970","-04d51m52.94s","-48647 054","39939800 000","121770 000","102960 000","120073 000","21.12.2016","2016-10","21.12.2016"
"EPIC 206532093.01","EPIC 206532093","1","CANDIDATE","Vanderburg et al. 2016","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","220218680 000","","5650000 000","504059 238","","","","","","","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","","5695.00","0.960000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h22m18.73s","3355780 270","-04d12m22.60s","-42062 777","44413400 000","116830 000","100350 000","115647 000","05.12.2015","2016-01","05.12.2015"
"EPIC 206535016.01","EPIC 206535016","0","CANDIDATE","Kruse et al. 2019","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>","2039807100 000","","257901 435","0.23000000","","","","","","","0","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>","","5199.00","0.777455","","-0.1700","[Fe/H]","4520 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h20m57.64s","3352401 767","-04d08m21.87s","-41394 078","15791700 000","119840 000","100190 000","118299 000","15.02.2018","2018-03","15.02.2018"
"EPIC 206535016.01","EPIC 206535016","1","CANDIDATE","Kruse et al. 2019","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","2039970000 000","","265000 000","0.23600000","","","","","","","0","<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>","","","0.778000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h20m57.64s","3352401 767","-04d08m21.87s","-41394 078","15791700 000","119840 000","100190 000","118299 000","05.09.2019","2019-09","05.09.2019"
"EPIC 206535016.01","EPIC 206535016","0","CANDIDATE","Kruse et al. 2019","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","2039814700 000","","293000 000","0.26139709","","","","","","","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","","5399.00","0.850000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h20m57.64s","3352401 767","-04d08m21.87s","-41394 078","15791700 000","119840 000","100190 000","118299 000","05.12.2015","2016-01","05.12.2015"
"EPIC 206543223.01","EPIC 206543223","0","CANDIDATE","Barros et al. 2016","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","1781286600 000","","2250000 000","200731 555","","","","","","","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>","","5613.00","0.920000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h24m02.69s","3360111 971","-03d57m15.93s","-39544 253","24184000 000","118150 000","99330 000","116142 000","05.12.2015","2016-01","05.12.2015"
"EPIC 206543223.01","EPIC 206543223","1","CANDIDATE","Barros et al. 2016","1","0","Transit","2016","K2","Published Candidate","0","<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>","1780345864 000","","","","","","","","","","0","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","","5561.99","1164 130","0.981000","-0.0100","[M/H]","4297 730","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","22h24m02.69s","3360111 971","-03d57m15.93s","-39544 253","24184000 000","118150 000","99330 000","116142 000","21.12.2016","2016-10","21.12.2016"
