"pl_name","hostname","default_flag","disposition","disp_refname","sy_snum","sy_pnum","discoverymethod","disc_year","disc_facility","soltype","pl_controv_flag","pl_refname","pl_orbper","pl_orbsmax","pl_rade","pl_radj","pl_bmasse","pl_bmassj","pl_bmassprov","pl_orbeccen","pl_insol","pl_eqt","ttv_flag","st_refname","st_spectype","st_teff","st_rad","st_mass","st_met","st_metratio","st_logg","sy_refname","rastr","ra","decstr","dec","sy_dist","sy_vmag","sy_kmag","sy_gaiamag","rowupdate","pl_pubdate","releasedate"
"HD 106315 c","HD 106315","0","CONFIRMED","Crossfield et al. 2017","1","2","Transit","2017","K2","Published Confirmed","0","<a refstr=RODRIGUEZ_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..256R/abstract target=ref>Rodriguez et al. 2017</a>","2105800000 000","0.1503000000","440000 000","0.39300000","","","","0.180000","","874.00","1","<a refstr=RODRIGUEZ_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..256R/abstract target=ref>Rodriguez et al. 2017</a>","","6254.00","1281 000","1027 000","-0.2780","[M/H]","4234 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","12h13m53.39s","1834724 742","-00d23m36.37s","-0.3934357","10935300 000","89510 000","78530 000","88884 100","19.07.2019","2017-06","28.09.2017"
"HD 137496 b","HD 137496","1","CONFIRMED","Azevedo Silva et al. 2022","1","2","Transit","2021","K2","Published Confirmed","0","<a refstr=AZEVEDO_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..68A/abstract target=ref>Azevedo Silva et al. 2022</a>","162116000 000","0.0273200000","131000 000","0.11687057","404000 000","0.01271126","Mass","0.000000","","2130.00","0","<a refstr=AZEVEDO_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..68A/abstract target=ref>Azevedo Silva et al. 2022</a>","G","5799.00","1590 000","1040 000","-0.0300","[Fe/H]","4050 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","15h26m58.09s","2317420 543","-16d30m32.41s","-165090 014","15531700 000","98990 000","82440 000","97716 800","18.11.2021","2022-01","18.11.2021"
"HD 137496 c","HD 137496","1","CONFIRMED","Azevedo Silva et al. 2022","1","2","Radial Velocity","2021","Multiple Observatories","Published Confirmed","0","<a refstr=AZEVEDO_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..68A/abstract target=ref>Azevedo Silva et al. 2022</a>","47990000000 000","12163000 000","","","243456559 762","766000 000","Msini","0.477000","","370.00","0","<a refstr=AZEVEDO_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..68A/abstract target=ref>Azevedo Silva et al. 2022</a>","G","5799.00","1590 000","1040 000","-0.0300","[Fe/H]","4050 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","15h26m58.09s","2317420 543","-16d30m32.41s","-165090 014","15531700 000","98990 000","82440 000","97716 800","18.11.2021","2022-01","18.11.2021"
"HD 224018 b","HD 224018","1","CONFIRMED","Damasso et al. 2025","1","3","Radial Velocity","2025","Roque de los Muchachos Observatory","Published Confirmed","0","<a refstr=DAMASSO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250813684D/abstract target=ref>Damasso et al. 2025</a>","1064130000 000","0.0952000000","0.91000000","0.08118490","410000 000","0.01290004","Mass","0.060000","","968.00","0","<a refstr=DAMASSO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250813684D/abstract target=ref>Damasso et al. 2025</a>","G V","5784.00","1147 000","1013 000","0.0500","[Fe/H]","4320 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","23h54m33.36s","3586390 056","-04d43m24.01s","-47233 362","10548000 000","97150 000","81450 010","95213 700","17.09.2025","2025-08","17.09.2025"
"HD 224018 c","HD 224018","1","CONFIRMED","Damasso et al. 2025","1","3","Transit","2025","K2","Published Confirmed","0","<a refstr=DAMASSO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250813684D/abstract target=ref>Damasso et al. 2025</a>","3657669000 000","0.2170000000","242000 000","0.21589831","1040000 000","0.03272206","Mass","0.020000","","641.00","0","<a refstr=DAMASSO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250813684D/abstract target=ref>Damasso et al. 2025</a>","G V","5784.00","1147 000","1013 000","0.0500","[Fe/H]","4320 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","23h54m33.36s","3586390 056","-04d43m24.01s","-47233 362","10548000 000","97150 000","81450 010","95213 700","17.09.2025","2025-08","17.09.2025"
"HD 224018 d","HD 224018","1","CONFIRMED","Damasso et al. 2025","1","3","Transit","2025","K2","Published Confirmed","0","<a refstr=DAMASSO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250813684D/abstract target=ref>Damasso et al. 2025</a>","13807310000 000","0.5300000000","240000 000","0.21411403","420000 000","0.01321468","Mass","0.040000","","411.00","0","<a refstr=DAMASSO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250813684D/abstract target=ref>Damasso et al. 2025</a>","G V","5784.00","1147 000","1013 000","0.0500","[Fe/H]","4320 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","23h54m33.36s","3586390 056","-04d43m24.01s","-47233 362","10548000 000","97150 000","81450 010","95213 700","17.09.2025","2025-08","17.09.2025"
"HD 3167 b","HD 3167","1","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>","0.95964100000","0.0179600000","167000 000","0.14898768","497000 000","0.01563737","Mass","0.000000","16500 000","1774.00","0","<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>","","5261.00","0.880000","0.837000","0.0400","[Fe/H]","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","17.04.2023","2023-04","17.04.2023"
"HD 3167 b","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=BOURRIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A.152B/abstract target=ref>Bourrier et al. 2021</a>","","","","","","","","","","","0","<a refstr=BOURRIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A.152B/abstract target=ref>Bourrier et al. 2021</a>","","","","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","29.04.2025","2021-10","29.04.2025"
"HD 3167 b","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>","0.95964100000","","170000 000","0.15166410","502000 000","0.01579469","Mass","","16250 000","1608.00","0","<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>","","5261.00","0.872000","0.866000","0.0400","[Fe/H]","4470 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","17.09.2025","2025-06","17.09.2025"
"HD 3167 b","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...829L...9V/abstract target=ref>Vanderburg et al. 2016</a>","0.95962800000","","155700 000","0.13890624","","","","","","1860.00","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...829L...9V/abstract target=ref>Vanderburg et al. 2016</a>","","5370.00","0.828000","0.883000","0.0000","[Fe/H]","4520 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","24.10.2018","2016-09","08.09.2016"
"HD 3167 b","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>","0.96000000000","","162600 000","0.14506200","559000 000","0.01758802","Mass","","","","0","<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>","","5261.00","0.880000","0.837000","0.0400","[Fe/H]","4470 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","23.08.2019","2019-09","29.08.2019"
"HD 3167 b","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=CHRISTIANSEN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..122C/abstract target=ref>Christiansen et al. 2017</a>","0.95964100000","0.0181500000","170000 000","0.15166384","502000 000","0.01579461","Mass","0.000000","16250 000","","0","<a refstr=CHRISTIANSEN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..122C/abstract target=ref>Christiansen et al. 2017</a>","K0 V","5261.00","0.860000","0.860000","0.0400","[Fe/H]","4470 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","24.10.2018","2017-09","08.06.2017"
"HD 3167 b","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Candidate","0","<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>","0.95962800000","","180000 000","0.16000000","","","","","","","0","<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>","","","0.880000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","14.12.2017","2018-01","14.12.2017"
"HD 3167 b","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>","0.95966500000","","162377 492","0.14486350","","","","","","","0","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>","","5366.00","0.836616","0.890320","-0.0100","[Fe/H]","4540 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","24.10.2018","2018-03","15.02.2018"
"HD 3167 b","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","0.95962400000","0.0186000000","170000 000","0.15166384","","","","","","1669.00","0","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","","5528.00","0.870000","0.940000","-0.0200","[Fe/H]","4530 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","24.10.2018","2018-12","26.10.2018"
"HD 3167 b","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=GANDOLFI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..123G/abstract target=ref>Gandolfi et al. 2017</a>","0.95963200000","0.0175200000","157400 000","0.14042312","569000 000","0.01790274","Mass","0.000000","","1759.00","0","<a refstr=GANDOLFI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..123G/abstract target=ref>Gandolfi et al. 2017</a>","","5286.00","0.835000","0.877000","0.0300","[Fe/H]","4510 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","12.07.2021","2017-09","12.07.2021"
"HD 3167 b","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>","0.95962200000","","160000 000","0.14274268","","","","","","","0","<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>","","5438.00","0.830000","","-0.1000","[Fe/H]","4600 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","28.03.2022","2021-08","28.03.2022"
"HD 3167 b","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=BOURRIER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220906937B/abstract target=ref>Bourrier et al. 2022</a>","0.95965428000","0.0180200000","162700 000","0.14515147","473000 000","0.01488224","Mass","0.100000","","1777.00","0","<a refstr=BOURRIER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220906937B/abstract target=ref>Bourrier et al. 2022</a>","","5300.00","0.871000","0.852000","0.0370","[Fe/H]","4470 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","18.10.2022","2022-09","18.10.2022"
"HD 3167 c","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=BOURRIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A.152B/abstract target=ref>Bourrier et al. 2021</a>","","","","","","","","","","","0","<a refstr=BOURRIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A.152B/abstract target=ref>Bourrier et al. 2021</a>","","","","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","29.04.2025","2021-10","29.04.2025"
"HD 3167 c","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>","2987522100 000","","230000 000","0.20519261","","","","","","","0","<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>","","5438.00","0.830000","","-0.1000","[Fe/H]","4600 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","28.03.2022","2021-08","28.03.2022"
"HD 3167 c","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=GANDOLFI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..123G/abstract target=ref>Gandolfi et al. 2017</a>","2984622000 000","0.1806000000","274000 000","0.24444685","833000 000","0.02620911","Mass","0.050000","","548.00","0","<a refstr=GANDOLFI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..123G/abstract target=ref>Gandolfi et al. 2017</a>","","5286.00","0.835000","0.877000","0.0300","[Fe/H]","4510 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","12.07.2021","2017-09","12.07.2021"
"HD 3167 c","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Candidate","0","<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>","2983983500 000","","300000 000","0.27000000","","","","","","","0","<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>","","","0.880000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","14.12.2017","2018-01","14.12.2017"
"HD 3167 c","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=CHRISTIANSEN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..122C/abstract target=ref>Christiansen et al. 2017</a>","2984540000 000","0.1795000000","301000 000","0.26853421","980000 000","0.03083409","Mass","0.267000","16.6000","","0","<a refstr=CHRISTIANSEN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..122C/abstract target=ref>Christiansen et al. 2017</a>","K0 V","5261.00","0.860000","0.860000","0.0400","[Fe/H]","4470 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","24.10.2018","2017-09","08.06.2017"
"HD 3167 c","HD 3167","1","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>","2984540000 000","0.1776000000","300000 000","0.26764253","1113000 000","0.03501890","Mass","0.060000","16.9000","564.00","0","<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>","","5261.00","0.880000","0.837000","0.0400","[Fe/H]","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","17.04.2023","2023-04","17.04.2023"
"HD 3167 c","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","2983832000 000","0.1841000000","286000 000","0.25515211","","","","","","531.00","0","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","","5528.00","0.870000","0.940000","-0.0200","[Fe/H]","4530 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","24.10.2018","2018-12","26.10.2018"
"HD 3167 c","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...829L...9V/abstract target=ref>Vanderburg et al. 2016</a>","2984540000 000","","285000 000","0.25425997","","","","","","500.00","0","<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...829L...9V/abstract target=ref>Vanderburg et al. 2016</a>","","5370.00","0.828000","0.883000","0.0000","[Fe/H]","4520 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","24.10.2018","2016-09","08.09.2016"
"HD 3167 c","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>","2984498200 000","","283066 164","0.25253472","","","","","","","0","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>","","5366.00","0.836616","0.890320","-0.0100","[Fe/H]","4540 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","24.10.2018","2018-03","15.02.2018"
"HD 3167 c","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=BOURRIER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220906937B/abstract target=ref>Bourrier et al. 2022</a>","2984649480 000","0.1783000000","292300 000","0.26077304","1067000 000","0.03357157","Mass","0.150000","","565.00","0","<a refstr=BOURRIER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220906937B/abstract target=ref>Bourrier et al. 2022</a>","","5300.00","0.871000","0.852000","0.0370","[Fe/H]","4470 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","18.10.2022","2022-09","18.10.2022"
"HD 3167 c","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>","2984540000 000","","301000 000","0.26853468","980000 000","0.03083425","Mass","","16.6000","511.00","0","<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>","","5261.00","0.872000","0.866000","0.0400","[Fe/H]","4470 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","17.09.2025","2025-06","17.09.2025"
"HD 3167 c","HD 3167","0","CONFIRMED","Vanderburg et al. 2016","1","4","Transit","2016","K2","Published Confirmed","0","<a refstr=DALAL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..28D/abstract target=ref>Dalal et al. 2019</a>","","","","","","","","","","","0","<a refstr=DALAL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..28D/abstract target=ref>Dalal et al. 2019</a>","","","","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","28.11.2023","2019-11","28.11.2023"
"HD 3167 d","HD 3167","1","CONFIRMED","Christiansen et al. 2017","1","4","Radial Velocity","2017","Multiple Observatories","Published Confirmed","0","<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>","841120000 000","0.0763000000","","","433000 000","0.01362370","Msini","0.120000","","","0","<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>","","5261.00","0.880000","0.837000","0.0400","[Fe/H]","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","17.04.2023","2023-04","17.04.2023"
