"kepid","kepoi_name","kepler_name","koi_disposition","koi_pdisposition","koi_score","koi_fpflag_nt","koi_fpflag_ss","koi_fpflag_co","koi_fpflag_ec","koi_period","koi_time0bk","koi_impact","koi_duration","koi_depth","koi_prad","koi_teq","koi_insol","koi_model_snr","koi_tce_plnt_num","koi_tce_delivname","koi_steff","koi_slogg","koi_srad","ra","dec","koi_kepmag"
"3832474","K00806.03","Kepler-30 b","CONFIRMED","CANDIDATE","","0","0","0","0","29159861 500","1506992 200","0.3619","480 300","4.88E+6","Jan.91","524.0","17.85","Nov.60","","","5485.00","4.556","0.8670","285283 630","38947 281","15.403"
"3836375","K00807.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","1","1540397 253","1705047 900","Jan.50","215 410","8.16E+6","25.69","1470.0","1105.68","38.80","1","q1_q17_dr25_tce","5663.00","4.530","0.9150","286926 390","38921 631","15.974"
"3838486","K00808.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","1","2990254 430","1719834 000","0.0140","541 400","5.89E+6","Jan.70","918.0","168.45","48.50","1","q1_q17_dr25_tce","4667.00","4.578","0.7310","287748 810","38929 550","15.842"
"3935914","K00809.01","Kepler-686 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","1594745 374","1706483 505","0.5140","196 040","1.50E+8","Nov.30","1539.0","1329.42","1009.30","1","q1_q17_dr25_tce","5934.00","4.491","0.8930","285213 810","39027 481","15.530"
"3940418","K00810.01","Kepler-1728 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","4783002 698","1705084 340","0.0030","233 500","1.01E+7","Feb.50","886.0","145.48","70.60","1","q1_q17_dr25_tce","5170.00","4.574","0.8070","287093 990","39060 719","15.119"
"4049131","K00811.01","Kepler-687 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","20505889 210","1814342 800","0.2600","405 950","2.11E+7","Mar.41","518.0","17.Jun","78.50","1","q1_q17_dr25_tce","4905.00","4.544","0.7610","289315 430","39153 278","15.398"
"4139816","K00812.01","Kepler-235 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","3340218 842","1719790 620","0.4660","191 040","1.63E+7","02.Mar","656.0","43.73","71.60","1","q1_q17_dr25_tce","3950.00","4.754","0.4930","286079 130","39278 320","15.954"
"5287983","K00828.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","0","2507089 906","1710024 550","Jan.50","200 670","1.34E+7","30.26","1326.0","730.47","64.90","1","q1_q17_dr25_tce","5926.00","4.506","0.9390","295378 050","40493 401","15.555"
"5358241","K00829.01","Kepler-53 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","18649327 280","1747710 000","0.0800","440 560","8.94E+6","03.Dec","701.0","57.13","46.10","1","q1_q17_dr25_tce","5775.00","4.405","1.0530","290461 760","40562 462","15.386"
"10875245","K00117.02","Kepler-107 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","4901449 760","1386054 800","0.5290","416 540","1.41E+6","Jan.70","1262.0","598.74","50.60","3","q1_q17_dr25_tce","5847.00","4.191","Jan.20","297028 260","48208 611","12.487"
"5358241","K00829.02","Kepler-53 d","CONFIRMED","CANDIDATE","0.9980","0","0","0","0","9751921 010","1387860 800","0.9490","479 300","4.18E+6","Feb.76","870.0","135.66","28.50","3","q1_q17_dr25_tce","5775.00","4.405","1.0530","290461 760","40562 462","15.386"
"5358241","K00829.03","Kepler-53 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","38557654 600","1638506 300","0.9110","579 400","9.93E+6","04.Feb","550.0","21.71","39.70","2","q1_q17_dr25_tce","5775.00","4.405","1.0530","290461 760","40562 462","15.386"
"5358624","K00830.01","Kepler-428 b","CONFIRMED","CANDIDATE","0.9900","0","0","0","0","3525632 539","1700479 951","0.1200","259 959","2.23E+8","Nov.58","975.0","213.12","1996.70","1","q1_q17_dr25_tce","5150.00","4.572","0.7930","290581 730","40577 400","15.224"
"4544670","K00815.01","","CANDIDATE","CANDIDATE","Jan.00","0","0","0","0","34843986 440","1726332 520","0.9340","293 150","4.52E+7","Jul.61","511.0","16.Oct","76.80","1","q1_q17_dr25_tce","5509.00","4.482","0.8710","285920 010","39624 828","15.684"
"4664847","K00816.01","Kepler-690 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","7748094 239","1749972 060","0.5170","359 570","2.47E+7","May.52","964.0","204.39","113.20","1","q1_q17_dr25_tce","5973.00","4.439","1.0850","294489 900","39771 439","15.670"
"4725681","K00817.01","Kepler-236 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","23967936 690","1862218 200","0.4160","382 700","1.18E+7","Jan.80","329.0","Feb.77","27.50","1","q1_q17_dr25_tce","3747.00","4.728","0.5240","283866 390","39898 079","15.414"
"4725681","K00817.02","Kepler-236 b","CONFIRMED","CANDIDATE","0.9950","0","0","0","0","8295617 380","1357928 400","0.8880","134 210","8.24E+6","Jan.82","469.0","Nov.39","17.90","2","q1_q17_dr25_tce","3747.00","4.728","0.5240","283866 390","39898 079","15.414"
"4913852","K00818.01","Kepler-691 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","8114374 820","1763396 800","0.5730","227 360","1.56E+7","02.Oct","460.0","Oct.55","56.40","1","q1_q17_dr25_tce","3692.00","4.753","0.5170","288812 010","40033 401","15.877"
"4932348","K00819.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","38036729 482","1969349 470","0.5010","434 617","8.29E+8","27.50","500.0","14.81","1300.00","1","q1_q17_dr25_tce","5575.00","4.521","0.9320","294147 890","40055 538","15.472"
"4936180","K00820.01","","CANDIDATE","CANDIDATE","0.0000","0","0","0","0","4640900 310","1736463 800","Jan.00","3551 200","2.45E+7","30.Sep","1155.0","421.08","296.90","1","q1_q17_dr25_tce","6463.00","4.500","0.8260","295113 710","40071 171","15.270"
"11913073","K00011.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","1","3747838 198","1716650 400","1.1210","506 420","6.16E+6","13.65","1031.0","266.76","138.20","1","q1_q17_dr25_tce","5514.00","4.569","0.8260","291061 520","50265 129","13.496"
"10875245","K00117.01","Kepler-107 e","CONFIRMED","CANDIDATE","0.9920","0","0","0","0","14749148 250","1387779 900","0.1730","609 950","4.30E+6","Feb.89","874.0","137.91","107.40","1","q1_q17_dr25_tce","5847.00","4.191","Jan.20","297028 260","48208 611","12.487"
"5021899","K00821.01","Kepler-692 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","21812959 960","1740108 500","0.0530","437 910","1.18E+7","Mar.38","639.0","39.33","37.80","1","q1_q17_dr25_tce","5601.00","4.410","0.9990","294776 860","40153 740","15.540"
"5077629","K00822.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","7919369 370","1721810 920","0.7330","331 480","1.51E+8","Oct.34","814.0","104.00","389.00","1","q1_q17_dr25_tce","5690.00","4.588","0.7760","283538 450","40217 999","15.805"
"5115978","K00823.01","","CANDIDATE","CANDIDATE","","0","0","0","0","1028436 523","1702285 820","Jan.34","186 060","8.10E+7","72.77","1947.0","3400.48","89.60","","","6228.00","4.428","0.9900","296006 990","40295 429","15.202"
"5164255","K00824.01","Kepler-693 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","15375623 690","1736140 200","0.6920","331 690","1.53E+8","11.Jan","600.0","30.54","166.00","1","q1_q17_dr25_tce","4986.00","4.496","0.8330","283253 540","40358 189","16.422"
"5252423","K00825.01","Kepler-237 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","8103632 710","1769486 000","0.0470","316 100","8.88E+6","02.Nov","687.0","52.82","39.30","1","q1_q17_dr25_tce","4861.00","4.574","0.7320","283221 410","40421 829","15.289"
"5252423","K00825.02","Kepler-237 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","4715108 430","1349617 800","0.2580","250 600","4.18E+6","Jan.46","823.0","108.84","21.30","2","q1_q17_dr25_tce","4861.00","4.574","0.7320","283221 410","40421 829","15.289"
"5272878","K00826.01","Kepler-694 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","6365839 713","1711357 500","0.5240","297 210","7.81E+6","Feb.44","914.0","165.33","70.80","1","q1_q17_dr25_tce","5776.00","4.554","0.8490","291149 510","40420 521","15.090"
"5283542","K00827.01","","FALSE POSITIVE","FALSE POSITIVE","0.0370","0","0","1","0","5975817 540","1747760 200","0.9410","306 500","9.62E+6","Mar.86","1047.0","284.25","50.30","1","q1_q17_dr25_tce","6108.00","4.471","0.9970","294223 970","40417 858","15.546"
"5649215","K00839.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","1","2446737 317","1706695 100","Jan.10","472 110","1.18E+7","26.25","1261.0","597.19","110.20","1","q1_q17_dr25_tce","5764.00","4.548","0.8630","298961 120","40862 808","15.021"
"5651104","K00840.01","Kepler-695 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","3040330 460","1699490 106","0.7360","184 110","1.09E+8","Aug.99","1021.0","257.29","568.20","1","q1_q17_dr25_tce","5035.00","4.519","0.7910","299316 100","40822 380","15.028"
"5792202","K00841.01","Kepler-27 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","15335286 750","1740027 800","0.7730","389 700","3.08E+7","May.00","610.0","32.67","86.60","2","q1_q17_dr25_tce","5251.00","4.581","0.8170","292236 760","41085 880","15.855"
"10875245","K00117.04","Kepler-107 d","CONFIRMED","CANDIDATE","0.9980","0","0","0","0","7958253 280","1378021 900","0.7060","437 700","5.00E+5","01.Jun","1074.0","314.15","14.70","4","q1_q17_dr25_tce","5847.00","4.191","Jan.20","297028 260","48208 611","12.487"
"5792202","K00841.02","Kepler-27 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","31330461 350","1534303 100","0.7980","517 600","5.07E+7","Jun.50","481.0","Dec.61","117.20","1","q1_q17_dr25_tce","5251.00","4.581","0.8170","292236 760","41085 880","15.855"
"5370302","K00831.01","","FALSE POSITIVE","FALSE POSITIVE","0.0060","0","1","0","0","3904342 500","1733937 340","0.7090","383 100","1.62E+8","Dec.28","1104.0","351.05","323.40","1","q1_q17_dr25_tce","5810.00","4.526","0.8980","294056 760","40549 679","15.016"
"5372966","K00832.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","9286358 079","1718214 689","0.3770","349 949","4.48E+8","17.61","796.0","95.03","1671.10","1","q1_q17_dr25_tce","5670.00","4.523","0.8210","294743 960","40533 920","15.365"
"5376067","K00833.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","3951405 455","1732761 250","Jan.60","218 620","2.45E+7","31.44","1133.0","388.71","117.20","1","q1_q17_dr25_tce","6046.00","4.539","0.8690","295504 390","40505 489","15.446"
"5436502","K00834.01","Kepler-238 e","CONFIRMED","CANDIDATE","0.9990","0","0","0","0","23653694 150","1713761 070","0.0080","821 830","3.34E+7","Jul.89","731.0","67.65","266.30","1","q1_q17_dr25_tce","5739.00","4.191","Jan.40","287897 130","40637 821","15.084"
"5436502","K00834.02","Kepler-238 d","CONFIRMED","CANDIDATE","0.9960","0","0","0","0","13233522 140","1403219 600","0.0140","673 720","5.05E+6","03.Jun","888.0","146.67","49.10","2","q1_q17_dr25_tce","5739.00","4.191","Jan.40","287897 130","40637 821","15.084"
"5436502","K00834.03","Kepler-238 c","CONFIRMED","CANDIDATE","0.9970","0","0","0","0","6155602 850","1348165 600","0.2350","498 430","2.85E+6","Feb.32","1146.0","406.94","35.10","3","q1_q17_dr25_tce","5739.00","4.191","Jan.40","287897 130","40637 821","15.084"
"5436502","K00834.04","Kepler-238 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","2090811 305","1341746 200","0.7460","338 800","1.16E+6","Jan.62","1642.0","1718.04","19.90","5","q1_q17_dr25_tce","5739.00","4.191","Jan.40","287897 130","40637 821","15.084"
"10875245","K00117.03","Kepler-107 b","CONFIRMED","CANDIDATE","0.9950","0","0","0","0","3180027 898","1334986 300","0.1960","357 970","1.20E+6","Jan.53","1458.0","1066.86","50.40","2","q1_q17_dr25_tce","5847.00","4.191","Jan.20","297028 260","48208 611","12.487"
"5436502","K00834.05","Kepler-238 f","CONFIRMED","CANDIDATE","0.9890","0","0","0","0","50446741 700","1785014 000","0.3790","715 900","3.70E+6","Feb.67","568.0","24.64","19.40","4","q1_q17_dr25_tce","5739.00","4.191","Jan.40","287897 130","40637 821","15.084"
"5456651","K00835.01","Kepler-239 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","11763071 640","1809361 300","0.0480","290 760","1.04E+7","Feb.35","616.0","33.99","48.90","1","q1_q17_dr25_tce","4959.00","4.603","0.7560","294202 150","40663 410","15.208"
"5456651","K00835.02","Kepler-239 c","CONFIRMED","CANDIDATE","0.8780","0","0","0","0","56227927 100","1322925 900","0.7000","357 000","8.63E+6","Feb.37","366.0","Apr.22","20.90","2","q1_q17_dr25_tce","4959.00","4.603","0.7560","294202 150","40663 410","15.208"
"5481416","K00836.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","1","2384052 875","1715836 200","1.1780","309 180","1.27E+7","17.Jun","1010.0","244.87","50.50","1","q1_q17_dr25_tce","4794.00","4.580","0.7010","299642 850","40691 238","15.836"
"5531576","K00837.01","Kepler-240 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","7953547 000","1746622 400","0.3000","263 120","8.75E+6","Feb.25","696.0","55.37","38.40","1","q1_q17_dr25_tce","4768.00","4.536","0.7790","291158 780","40750 271","15.660"
"5531576","K00837.02","Kepler-240 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","4144516 560","1359283 100","0.0040","234 210","3.92E+6","Jan.48","864.0","132.08","22.80","2","q1_q17_dr25_tce","4768.00","4.536","0.7790","291158 780","40750 271","15.660"
"5534814","K00838.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","4859386 384","1730114 690","Jan.90","227 570","6.04E+7","38.33","1114.0","364.23","269.70","1","q1_q17_dr25_tce","6072.00","4.470","0.9880","292214 360","40759 762","15.311"
"6291653","K00850.01","Kepler-702 b","CONFIRMED","CANDIDATE","0.9990","0","0","0","0","10526294 577","1765224 620","0.6440","252 110","9.77E+7","Aug.24","713.0","61.16","482.30","1","q1_q17_dr25_tce","5386.00","4.553","0.7930","293878 110","41661 770","15.305"
"6392727","K00851.01","Kepler-703 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","4583520 948","1699739 720","0.0450","270 550","3.81E+7","May.39","1038.0","274.98","99.50","1","q1_q17_dr25_tce","5815.00","4.540","0.8770","299186 860","41742 680","15.287"
"6422070","K00852.01","Kepler-704 b","CONFIRMED","CANDIDATE","0.8760","0","0","0","0","3761818 430","1719036 400","0.9260","351 760","5.11E+6","Feb.66","1121.0","372.62","35.90","1","q1_q17_dr25_tce","5653.00","4.472","0.9490","283316 380","41837 120","15.257"
"6428700","K00853.01","Kepler-242 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","8203969 580","1696913 800","0.8230","296 670","1.02E+7","03.Jan","742.0","71.50","54.40","1","q1_q17_dr25_tce","5015.00","4.499","0.8260","286565 700","41808 399","15.376"
"6428700","K00853.02","Kepler-242 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","14496451 860","1434165 900","0.9700","401 600","6.48E+6","03.Jan","613.0","33.48","25.70","2","q1_q17_dr25_tce","5015.00","4.499","0.8260","286565 700","41808 399","15.376"
"5792202","K00841.03","Kepler-27 d","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","6546261 490","1338596 400","0.6440","275 000","6.56E+6","Feb.19","810.0","101.78","24.80","3","q1_q17_dr25_tce","5251.00","4.581","0.8170","292236 760","41085 880","15.855"
"5794379","K00842.01","Kepler-241 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","12718098 660","1753552 600","0.4270","309 570","1.15E+7","Feb.31","562.0","23.60","52.70","1","q1_q17_dr25_tce","4702.00","4.592","0.6860","292913 120","41060 921","15.389"
"5794379","K00842.02","Kepler-241 c","CONFIRMED","CANDIDATE","0.9990","0","0","0","0","36065881 630","1985842 300","0.2600","432 460","1.56E+7","Feb.64","397.0","May.88","51.70","2","q1_q17_dr25_tce","4702.00","4.592","0.6860","292913 120","41060 921","15.389"
"5881688","K00843.01","Kepler-696 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","4190425 659","1714412 200","0.4580","285 890","2.88E+7","Jun.21","1234.0","547.90","240.60","1","q1_q17_dr25_tce","6073.00","4.392","1.1350","293496 610","41137 589","15.270"
"6022556","K00844.01","Kepler-697 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","3709870 784","1719879 820","0.0230","306 940","2.02E+7","Apr.35","1151.0","415.10","116.10","1","q1_q17_dr25_tce","5727.00","4.463","0.9780","283864 410","41346 458","15.581"
"6032497","K00845.01","Kepler-698 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","16329752 700","1772950 600","0.7910","627 100","1.19E+7","Mar.75","727.0","66.08","74.60","1","q1_q17_dr25_tce","5878.00","4.444","0.9870","288510 010","41301 769","15.447"
"6061119","K00846.01","Kepler-699 b","CONFIRMED","CANDIDATE","0.9850","0","0","0","0","27807566 216","1867135 520","0.7820","421 587","2.54E+8","13.84","554.0","22.24","748.10","1","q1_q17_dr25_tce","5862.00","4.584","0.7850","296888 210","41396 091","15.482"
"6191521","K00847.01","Kepler-700 b","CONFIRMED","CANDIDATE","0.9420","0","0","0","0","80872346 900","2038950 000","0.5270","1119 500","3.60E+7","Jul.59","452.0","Sep.88","160.90","1","q1_q17_dr25_tce","5510.00","4.222","Jan.80","287154 300","41565 788","15.201"
"6267425","K00848.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","0","3166465 862","1720026 270","Jan.60","293 810","4.36E+7","26.82","954.0","196.31","122.10","1","q1_q17_dr25_tce","4968.00","4.575","0.7040","284869 290","41679 192","15.999"
"3531558","K00118.01","Kepler-467 b","CONFIRMED","CANDIDATE","0.9120","0","0","0","0","24993243 190","1386816 700","0.6860","594 090","2.70E+6","Feb.29","712.0","60.88","62.00","1","q1_q17_dr25_tce","5718.00","4.181","Jan.70","287362 790","38649 601","12.377"
"6276477","K00849.01","Kepler-701 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","10355331 160","1709372 900","0.0290","317 750","7.51E+6","Feb.47","777.0","86.22","49.20","1","q1_q17_dr25_tce","5501.00","4.462","0.9180","288994 200","41633 282","15.018"
"6863998","K00867.01","Kepler-709 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","16085189 370","1802831 900","0.8670","398 400","1.44E+7","Mar.68","613.0","33.43","62.60","1","q1_q17_dr25_tce","5239.00","4.523","0.8260","292105 190","42380 322","15.219"
"6867155","K00868.01","","CANDIDATE","CANDIDATE","0.9980","0","0","0","0","235998639 900","2083998 220","0.7780","822 840","2.07E+8","Oct.59","188.0","0.29","271.80","1","q1_q17_dr25_tce","4245.00","4.627","0.6570","293007 970","42307 201","15.172"
"6948054","K00869.01","Kepler-245 b","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","7490183 050","1749503 700","0.0200","272 970","1.12E+7","Feb.56","753.0","76.06","53.00","1","q1_q17_dr25_tce","5103.00","4.562","0.7870","291638 980","42436 321","15.599"
"6948054","K00869.02","Kepler-245 d","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","36276123 800","2012869 000","0.0350","478 650","1.57E+7","03.Mar","445.0","Sep.29","45.50","2","q1_q17_dr25_tce","5103.00","4.562","0.7870","291638 980","42436 321","15.599"
"6948054","K00869.03","Kepler-245 c","CONFIRMED","CANDIDATE","Jan.00","0","0","0","0","17460879 310","1372659 400","0.5940","226 410","8.12E+6","Feb.32","568.0","24.60","22.60","4","q1_q17_dr25_tce","5103.00","4.562","0.7870","291638 980","42436 321","15.599"
"6435936","K00854.01","Kepler-705 b","CONFIRMED","CANDIDATE","0.9960","0","0","0","0","56056075 400","2011657 800","0.0180","468 500","1.63E+7","Jan.94","233.0","0.69","27.40","1","q1_q17_dr25_tce","3593.00","4.757","0.4910","289508 480","41812 119","15.849"
"6522242","K00855.01","Kepler-706 b","CONFIRMED","CANDIDATE","0.9740","0","0","0","0","41408316 686","1957874 500","0.3770","502 640","2.28E+8","Nov.38","453.0","Sep.93","907.80","1","q1_q17_dr25_tce","5522.00","4.586","0.7470","291760 410","41944 069","15.196"
